Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
,Севастопольский порт 15 сентября 1854 г.,http://elib.shpl.ru/ru/nodes/63368-sevastopolskiy-port-15-sentyabrya-1854-g,1,,карта,,,,1,4025188
,Севастопольский порт 17 сентября 1854 г.,http://elib.shpl.ru/ru/nodes/63369-sevastopolskiy-port-17-sentyabrya-1854-g,1,,карта,,,,1,4025189
,Севастопольский порт 2 сентября 1854 г.,http://elib.shpl.ru/ru/nodes/63367-sevastopolskiy-port-2-sentyabrya-1854-g,1,,карта,,,,1,4025187
,Севастопольский порт 21 марта 1854 г.,http://elib.shpl.ru/ru/nodes/63366-sevastopolskiy-port-21-marta-1854-g,1,,карта,,,,1,4025186
,Севастопольский порт 22 января 1854 г.,http://elib.shpl.ru/ru/nodes/63365-sevastopolskiy-port-22-yanvarya-1854-g,1,,карта,,,,1,4025185
,Севастопольский порт 4 отктября 1854 г.,http://elib.shpl.ru/ru/nodes/63370-sevastopolskiy-port-4-otktyabrya-1854-g,1,,карта,,,,1,4025190
,Северная Голландия,http://elib.shpl.ru/ru/nodes/81987-severnaya-gollandiya,1,,карта,,,,1,4920247
,Северная часть Желтого моря,http://elib.shpl.ru/ru/nodes/74838-severnaya-chast-zheltogo-morya,1,,карта,,,,1,4574134
,Северное море и район Британских островов,http://elib.shpl.ru/ru/nodes/84953-severnoe-more-i-rayon-britanskih-ostrovov,1,,карта,,,,1,5048352
,Северное море. Дуврский бараж. Отрантский бараж,http://elib.shpl.ru/ru/nodes/84955-severnoe-more-duvrskiy-barazh-otrantskiy-barazh,1,,карта,,,,1,5048354
,Северное море. Общая карта,http://elib.shpl.ru/ru/nodes/55103-severnoe-more-obschaya-karta,1,,карта,,,,1,3718280
,Северное море. Общая карта,http://elib.shpl.ru/ru/nodes/55164-severnoe-more-obschaya-karta,1,,карта,,,,1,3718340
,Северные берега Сибири,http://elib.shpl.ru/ru/nodes/53896-severnye-berega-sibiri,1,,карта,,,,1,3656033
,Северный и Нагорный Дагестан,http://elib.shpl.ru/ru/nodes/12449-severnyy-i-nagornyy-dagestan,1,,карта,,,,1,1335783
,Северо - Восток Франции в 987 г. ; Домен французского короля и феоды графа шампанского около 1175 г.,http://elib.shpl.ru/ru/nodes/5076-severo-vostok-frantsii-v-987-g-domen-frantsuzskogo-korolya-i-feody-grafa-shampanskogo-okolo-1175-g,1,,карта,,,,1,651333
,"Северо-восточная часть карты Российской Империи, составленная Иваном Кириловым в 1733 году",http://elib.shpl.ru/ru/nodes/53893-severo-vostochnaya-chast-karty-rossiyskoy-imperii-sostavlennaya-ivanom-kirilovym-v-1733-godu,1,,карта,,,,1,3656030
,Северо-Западная группа путей Московского военного округа (1909 г.),http://elib.shpl.ru/ru/nodes/94163-severo-zapadnaya-gruppa-putey-moskovskogo-voennogo-okruga-1909-g,1,,карта,,,,1,5530668
,Северо-западная часть Голландии,http://elib.shpl.ru/ru/nodes/93503-severo-zapadnaya-chast-gollandii,1,,карта,,,,1,5501903
,Северо-западные границы России,http://elib.shpl.ru/ru/nodes/53923-severo-zapadnye-granitsy-rossii,1,,карта,,,,1,3661357
,Севск Орловского Наместничества,http://elib.shpl.ru/ru/nodes/715-sevsk-orlovskogo-namestnichestva,1,,карта,,,,1,213846
,Седобск Саратовской губернии,http://elib.shpl.ru/ru/nodes/782-sedobsk-saratovskoy-gubernii,1,,карта,,,,1,215614
,Сектора дозоров германских подводных лодок в Ютландском бою (17-22 мая 1916 г.),http://elib.shpl.ru/ru/nodes/89729-sektora-dozorov-germanskih-podvodnyh-lodok-v-yutlandskom-boyu-17-22-maya-1916-g,1,,карта,,,,1,5283164
,Сектора дозоров германских подводных лодок в Ютландском бою (с 22 мая 1916 г.),http://elib.shpl.ru/ru/nodes/89730-sektora-dozorov-germanskih-podvodnyh-lodok-v-yutlandskom-boyu-s-22-maya-1916-g,1,,карта,,,,1,5283393
,"Селения, расположенные близ Засечной черты в XVII веке",http://elib.shpl.ru/ru/nodes/89828-seleniya-raspolozhennye-bliz-zasechnoy-cherty-v-xvii-veke,1,,карта,,,,1,5290164
,Сельскохозяйственная промышленность России,http://elib.shpl.ru/ru/nodes/72303-selskohozyaystvennaya-promyshlennost-rossii,1,,карта,,,,1,4475329
,Семёнов Нижегородского Наместничества,http://elib.shpl.ru/ru/nodes/682-semyonov-nizhegorodskogo-namestnichestva,1,,карта,,,,1,213813
,Сенгилей Симбирской губернии,http://elib.shpl.ru/ru/nodes/793-sengiley-simbirskoy-gubernii,1,,карта,,,,1,216089
,Сергач Нижегородского Наместничества,http://elib.shpl.ru/ru/nodes/683-sergach-nizhegorodskogo-namestnichestva,1,,карта,,,,1,213814
,Серпейск Калужского Наместничества,http://elib.shpl.ru/ru/nodes/616-serpeysk-kaluzhskogo-namestnichestva,1,,карта,,,,1,213749
,Серпухов Московского Наместничества,http://elib.shpl.ru/ru/nodes/254-serpuhov-moskovskogo-namestnichestva,1,,карта,,,,1,87319
,Сетевые заграждения в Дарданеллах,http://elib.shpl.ru/ru/nodes/81687-setevye-zagrazhdeniya-v-dardanellah,1,,карта,,,,1,4908500
,Сеть врачебных участков в земских губерниях к 1910 г.,http://elib.shpl.ru/ru/nodes/21257-set-vrachebnyh-uchastkov-v-zemskih-guberniyah-k-1910-g,1,,карта,,,,1,2012976
,Сеть железных дорог США,http://elib.shpl.ru/ru/nodes/54264-set-zheleznyh-dorog-ssha,1,,карта,,,,1,3687251
1915,"Сеть московских городских железных дорог с показанием тарифных границ и эксплуатационных линий, с 11 октября 1915 г. - М., 1915.",http://elib.shpl.ru/ru/nodes/44134-set-moskovskih-gorodskih-zheleznyh-dorog-s-pokazaniem-tarifnyh-granits-i-ekspluatatsionnyh-liniy-s-11-oktyabrya-1915-g-m-1915,1,"Сеть московских городских железных дорог с показанием тарифных границ и эксплуатационных линий, с 11 октября 1915 г. / Моск. гор. управа. - М., 1915. - 1 л. план.",карта,,,"Сеть московских городских железных дорог с показанием тарифных границ и эксплуатационных линий, с 11 октября 1915 г.",2,"3126687, 3126688"
,Сеть стратегических железных и шоссейных дорог в России в 1914 г.,http://elib.shpl.ru/ru/nodes/59093-set-strategicheskih-zheleznyh-i-shosseynyh-dorog-v-rossii-v-1914-g,1,,карта,,,,1,3863629
,Сибирская железная дорога,http://elib.shpl.ru/ru/nodes/53649-sibirskaya-zheleznaya-doroga,1,,карта,,,,1,3623461
,Сизополь,http://elib.shpl.ru/ru/nodes/93505-sizopol,1,,карта,,,,1,5501905
,Силистрия 1828-1829 гг.,http://elib.shpl.ru/ru/nodes/75769-silistriya-1828-1829-gg,1,,карта,,,,1,4623405
,Симбирск,http://elib.shpl.ru/ru/nodes/786-simbirsk,1,,карта,,,,1,215618
,"Система обороны Петрограда, организованная по указаниям тов. Сталина",http://elib.shpl.ru/ru/nodes/63975-sistema-oborony-petrograda-organizovannaya-po-ukazaniyam-tov-stalina,1,,карта,,,,1,4046534
,Сквира Киевской губернии,http://elib.shpl.ru/ru/nodes/621-skvira-kievskoy-gubernii,1,,карта,,,,1,213754
,Скопин Рязанского Наместничества,http://elib.shpl.ru/ru/nodes/770-skopin-ryazanskogo-namestnichestva,1,,карта,,,,1,213901
,Скотопромышленные районы России,http://elib.shpl.ru/ru/nodes/81339-skotopromyshlennye-rayony-rossii,1,,карта,,,,1,4891297
,Сливницкая позиция. Сражение 3 ноября,http://elib.shpl.ru/ru/nodes/55495-slivnitskaya-pozitsiya-srazhenie-3-noyabrya,1,,карта,,,,1,3733658
,Слободской Вятского Наместничества,http://elib.shpl.ru/ru/nodes/517-slobodskoy-vyatskogo-namestnichestva,1,,карта,,,,1,198075
,Смоленск,http://elib.shpl.ru/ru/nodes/797-smolensk,1,,карта,,,,1,216567
,Смоленск,http://elib.shpl.ru/ru/nodes/798-smolensk,1,,карта,,,,1,216568
,Смоленск и его крепость в начале XVII века,http://elib.shpl.ru/ru/nodes/82052-smolensk-i-ego-krepost-v-nachale-xvii-veka,1,,карта,,,,1,4922408
,Смоленск. Действия 5 августа,http://elib.shpl.ru/ru/nodes/77314-smolensk-deystviya-5-avgusta,1,,карта,,,,1,4704092
,Смоленск. Действия 7 августа,http://elib.shpl.ru/ru/nodes/77315-smolensk-deystviya-7-avgusta,1,,карта,,,,1,4704093
,Снабжение населения хлебом в Европейской России,http://elib.shpl.ru/ru/nodes/81410-snabzhenie-naseleniya-hlebom-v-evropeyskoy-rossii,1,,карта,,,,1,4894714
,Снимок с плана города Москвы,http://elib.shpl.ru/ru/nodes/52004-snimok-s-plana-goroda-moskvy,1,,карта,,,,1,3524301
,Снимок с плана города Новгорода,http://elib.shpl.ru/ru/nodes/52002-snimok-s-plana-goroda-novgoroda,1,,карта,,,,1,3524299
,Советско-польская война 1920 г.,http://elib.shpl.ru/ru/nodes/61333-sovetsko-polskaya-voyna-1920-g,1,,карта,,,,1,3945060
,Советско-польская война 1920 г.,http://elib.shpl.ru/ru/nodes/61334-sovetsko-polskaya-voyna-1920-g,1,,карта,,,,1,3945061
,Совместная операция легких сил и подлодок в Хуфден и на Доггер-банке (17-19 августа 1914 г.),http://elib.shpl.ru/ru/nodes/89725-sovmestnaya-operatsiya-legkih-sil-i-podlodok-v-hufden-i-na-dogger-banke-17-19-avgusta-1914-g,1,,карта,,,,1,5282864
,Соединенные Штаты Америки,http://elib.shpl.ru/ru/nodes/12464-soedinennye-shtaty-ameriki,1,,карта,,,,1,1336929
,Солецкий Псковского Наместничества,http://elib.shpl.ru/ru/nodes/758-soletskiy-pskovskogo-namestnichestva,1,,карта,,,,1,213889
,Солигалич Костромского Наместничества,http://elib.shpl.ru/ru/nodes/637-soligalich-kostromskogo-namestnichestva,1,,карта,,,,1,213770
,Соликамск Пермской губернии,http://elib.shpl.ru/ru/nodes/391-solikamsk-permskoy-gubernii,1,,карта,,,,1,153428
,Сольвычегодск Вологодского Наместничества,http://elib.shpl.ru/ru/nodes/485-solvychegodsk-vologodskogo-namestnichestva,1,,карта,,,,1,198043
,Сооружение и улучшение путей сообщения и портов в царствование Императора Александра Второго,http://elib.shpl.ru/ru/nodes/3867-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-aleksandra-vtorogo,1,,карта,,,,1,476295
,Сооружение и улучшение путей сообщения и портов в царствование Императора Александра Первого,http://elib.shpl.ru/ru/nodes/3865-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-aleksandra-pervogo,1,,карта,,,,1,476293
,Сооружение и улучшение путей сообщения и портов в царствование Императора Александра Третьего,http://elib.shpl.ru/ru/nodes/3868-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-aleksandra-tretiego,1,,карта,,,,1,476296
,Сооружение и улучшение путей сообщения и портов в царствование Императора Николая Второго,http://elib.shpl.ru/ru/nodes/3869-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-nikolaya-vtorogo,1,,карта,,,,1,476297
,Сооружение и улучшение путей сообщения и портов в царствование Императора Николая Первого,http://elib.shpl.ru/ru/nodes/3866-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-nikolaya-pervogo,1,,карта,,,,1,476294
,Сооружение и улучшение путей сообщения и портов в царствование Императора Павла Первого,http://elib.shpl.ru/ru/nodes/3864-sooruzhenie-i-uluchshenie-putey-soobscheniya-i-portov-v-tsarstvovanie-imperatora-pavla-pervogo,1,,карта,,,,1,476292
,Соотношение крестьянского и дворянского землевладения (на рубеже XIX и XX вв.),http://elib.shpl.ru/ru/nodes/5364-sootnoshenie-krestyanskogo-i-dvoryanskogo-zemlevladeniya-na-rubezhe-xix-i-xx-vv,1,,карта,,,,1,678557
