Год издания,title,url,Availability,Библиографическое описание,Тип издания,Коллекции,Автор,Заглавие,Number_of_Images,Images
,Операции подводных лодок на Черном море в сентябре 1915 г.,http://elib.shpl.ru/ru/nodes/81541-operatsii-podvodnyh-lodok-na-chernom-more-v-sentyabre-1915-g,1,,карта,,,,1,4903019
,Операции против Колчака весной и летом 1919 г.,http://elib.shpl.ru/ru/nodes/82510-operatsii-protiv-kolchaka-vesnoy-i-letom-1919-g,1,,карта,,,,1,4932660
,Операции союзников на правом фланге армии ф.-Клука и германские коммуникационные линии 21 сентября ст. стиля,http://elib.shpl.ru/ru/nodes/82935-operatsii-soyuznikov-na-pravom-flange-armii-f-kluka-i-germanskie-kommunikatsionnye-linii-21-sentyabrya-st-stilya,1,,карта,,,,1,4949919
,Операции турок,http://elib.shpl.ru/ru/nodes/52706-operatsii-turok,1,,карта,,,,1,3570325
,Операционная карта военных действий А. П. Ермолова на Кавказе,http://elib.shpl.ru/ru/nodes/75560-operatsionnaya-karta-voennyh-deystviy-a-p-ermolova-na-kavkaze,1,,карта,,,,1,4608825
,"Операционные направления для перехода в наступление, указанные Лениным в телеграмме от 14.10.1919",http://elib.shpl.ru/ru/nodes/64140-operatsionnye-napravleniya-dlya-perehoda-v-nastuplenie-ukazannye-leninym-v-telegramme-ot-14-10-1919,1,,карта,,,,1,4047228
,Операция 1-й фотилии подлодок английских главных сил (6-11 августа 1914 г.),http://elib.shpl.ru/ru/nodes/89669-operatsiya-1-y-fotilii-podlodok-angliyskih-glavnyh-sil-6-11-avgusta-1914-g,1,,карта,,,,1,5278666
,Операция 25 октября 1904 года,http://elib.shpl.ru/ru/nodes/83133-operatsiya-25-oktyabrya-1904-goda,1,,карта,,,,1,4958196
,Операция 3-й полуфлотилии подлодок против сторожевого охранения канала (8-11 августа 1914 г.),http://elib.shpl.ru/ru/nodes/89723-operatsiya-3-y-poluflotilii-podlodok-protiv-storozhevogo-ohraneniya-kanala-8-11-avgusta-1914-g,1,,карта,,,,1,5282582
,Операция 7 дивизии линейных кораблей с Данцигом с 8 по 10 мая 1915 года,http://elib.shpl.ru/ru/nodes/73506-operatsiya-7-divizii-lineynyh-korabley-s-dantsigom-s-8-po-10-maya-1915-goda,1,,карта,,,,1,4509803
,"Операция U-21, UB-7 и UB-8 в Эгейском море с 29 мая по 4 июня 1915 г.",http://elib.shpl.ru/ru/nodes/81500-operatsiya-u-21-ub-7-i-ub-8-v-egeyskom-more-s-29-maya-po-4-iyunya-1915-g,1,,карта,,,,1,4898243
,"Операция U-21, UB-7 и UB-8 в Эгейском море с 29 мая по 4 июня 1915 г.",http://elib.shpl.ru/ru/nodes/81502-operatsiya-u-21-ub-7-i-ub-8-v-egeyskom-more-s-29-maya-po-4-iyunya-1915-g,1,,карта,,,,1,4898245
,Операция Бреслау 1 ноября 1917 г.,http://elib.shpl.ru/ru/nodes/81645-operatsiya-breslau-1-noyabrya-1917-g,1,,карта,,,,1,4907048
,Операция в Восточной Пруссии,http://elib.shpl.ru/ru/nodes/59043-operatsiya-v-vostochnoy-prussii,1,,карта,,,,1,3860407
,"Операция легких крейсеров Росток, Штрасбург, Гамбург и 6-й флотилии миноносцев на Доггер-Банке (21-22 августа 1914 г.)",http://elib.shpl.ru/ru/nodes/89726-operatsiya-legkih-kreyserov-rostok-shtrasburg-gamburg-i-6-y-flotilii-minonostsev-na-dogger-banke-21-22-avgusta-1914-g,1,,карта,,,,1,5282865
,Операция по уничтожению 1-го кубанского корпуса,http://elib.shpl.ru/ru/nodes/58435-operatsiya-po-unichtozheniyu-1-go-kubanskogo-korpusa,1,,карта,,,,1,3851065
,"Операция подлодок U-20, U-21, U-22 против линии блокады и баз противника (15-21 августа 1914 г.)",http://elib.shpl.ru/ru/nodes/89724-operatsiya-podlodok-u-20-u-21-u-22-protiv-linii-blokady-i-baz-protivnika-15-21-avgusta-1914-g,1,,карта,,,,1,5282863
,Операция турецкого миноносца Тимур Хиссар с 7 марта по 16 апреля 1915 г.,http://elib.shpl.ru/ru/nodes/81501-operatsiya-turetskogo-minonostsa-timur-hissar-s-7-marta-po-16-aprelya-1915-g,1,,карта,,,,1,4898244
,Опочка Псковского Наместничества,http://elib.shpl.ru/ru/nodes/756-opochka-pskovskogo-namestnichestva,1,,карта,,,,1,213887
,Ораниембаум Санктпетербургской губернии.,http://elib.shpl.ru/ru/nodes/234-oraniembaum-sanktpeterburgskoy-gubernii,1,,карта,,,,1,87299
,Орёл,http://elib.shpl.ru/ru/nodes/704-oryol,1,,карта,,,,1,213835
,Орлов Вятского Наместничества,http://elib.shpl.ru/ru/nodes/515-orlov-vyatskogo-namestnichestva,1,,карта,,,,1,198073
,Орлов Вятской губернии,http://elib.shpl.ru/ru/nodes/516-orlov-vyatskoy-gubernii,1,,карта,,,,1,198074
,Оро-гидрографическая карта Бакинской губернии,http://elib.shpl.ru/ru/nodes/56559-oro-gidrograficheskaya-karta-bakinskoy-gubernii,1,,карта,,,,1,3781279
,Орографическая карта Европейской России,http://elib.shpl.ru/ru/nodes/72211-orograficheskaya-karta-evropeyskoy-rossii,1,,карта,,,,1,4467545
,Орша Могилёвского Наместничества,http://elib.shpl.ru/ru/nodes/664-orsha-mogilyovskogo-namestnichestva,1,,карта,,,,1,213795
,Осада Азова в 1736 г.,http://elib.shpl.ru/ru/nodes/75719-osada-azova-v-1736-g,1,,карта,,,,1,4623307
,Осада Браилова и Силистрии в 1828 и 1829 г.,http://elib.shpl.ru/ru/nodes/55634-osada-brailova-i-silistrii-v-1828-i-1829-g,1,,карта,,,,1,3733781
,Осада Варны 1828 г.,http://elib.shpl.ru/ru/nodes/55630-osada-varny-1828-g,1,,карта,,,,1,3733778
,Осада крепости Кольберга,http://elib.shpl.ru/ru/nodes/12436-osada-kreposti-kolberga,1,,карта,,,,1,1335076
,Осада Севастополя,http://elib.shpl.ru/ru/nodes/55625-osada-sevastopolya,1,,карта,,,,1,3733774
,Осада Севастополя,http://elib.shpl.ru/ru/nodes/55626-osada-sevastopolya,1,,карта,,,,1,3733775
,Освобождение Пскова осенью 1919 г.,http://elib.shpl.ru/ru/nodes/64106-osvobozhdenie-pskova-osenyu-1919-g,1,,карта,,,,1,4046963
,Осенний отход 45-й дивизии в район Винницы и бои за реку Южный Буг до заключения перемирия 20.9 -18.10.1920,http://elib.shpl.ru/ru/nodes/58626-osenniy-othod-45-y-divizii-v-rayon-vinnitsy-i-boi-za-reku-yuzhnyy-bug-do-zaklyucheniya-peremiriya-20-9-18-10-1920,1,,карта,,,,1,3856478
,Основные почвенные зоны Л. И. Прасолова,http://elib.shpl.ru/ru/nodes/82361-osnovnye-pochvennye-zony-l-i-prasolova,1,,карта,,,,1,4928310
,"Осоргин А. Средне-Волжский край : схема ж. д. путей края в разрезе Генплана. - Б. м., Б. г.",http://elib.shpl.ru/ru/nodes/59065-osorgin-a-sredne-volzhskiy-kray-shema-zh-d-putey-kraya-v-razreze-genplana-b-m-b-g,1,"Осоргин, А. Средне-Волжский край : схема ж. д. путей края в разрезе Генплана / А. Осоргин. - Б. м., б. г. - [1] с. схем. - Без тит. л. и обл.","карта (2938)  книжное издание, архивный документ",,"Осоргин, А",Средне-Волжский край,8,"3860875, 3860876, 3860877, 3860878, 3860879, 3860880, 3860881, 3860882"
,Оставление Пскова 25 мая 1919 г.,http://elib.shpl.ru/ru/nodes/63905-ostavlenie-pskova-25-maya-1919-g,1,,карта,,,,1,4046510
,Осташков Тверской губернии,http://elib.shpl.ru/ru/nodes/897-ostashkov-tverskoy-gubernii,1,,карта,,,,1,220320
,Остер Черниговской губернии,http://elib.shpl.ru/ru/nodes/1035-oster-chernigovskoy-gubernii,1,,карта,,,,1,231135
,Остров Гельголанд,http://elib.shpl.ru/ru/nodes/52708-ostrov-gelgoland,1,,карта,,,,1,3570327
,Остров Лисса,http://elib.shpl.ru/ru/nodes/82024-ostrov-lissa,1,,карта,,,,1,4921136
,Остров Псковского Наместничества,http://elib.shpl.ru/ru/nodes/757-ostrov-pskovskogo-namestnichestva,1,,карта,,,,1,213888
,"Острова Даг-Ада, Ашир",http://elib.shpl.ru/ru/nodes/12497-ostrova-dag-ada-ashir,1,,карта,,,,1,1339010
,Острогожск Воронежского Наместничества,http://elib.shpl.ru/ru/nodes/505-ostrogozhsk-voronezhskogo-namestnichestva,1,,карта,,,,1,198063
,Остроленка-Варшава-Тогн-Брест,http://elib.shpl.ru/ru/nodes/63111-ostrolenka-varshava-togn-brest,1,,карта,,,,1,4009225
,Осуществление плана электрификации СССР после Октябрьской революции на 1 декабря 1925 г. ,http://elib.shpl.ru/ru/nodes/55440-osuschestvlenie-plana-elektrifikatsii-sssr-posle-oktyabrskoy-revolyutsii-na-1-dekabrya-1925-g,1,,карта,,,,1,3733608
,Отношение комитетов к общине,http://elib.shpl.ru/ru/nodes/5366-otnoshenie-komitetov-k-obschine,1,,карта,,,,1,678559
,Отрантский барраж,http://elib.shpl.ru/ru/nodes/55107-otrantskiy-barrazh,1,,карта,,,,1,3718284
,Отрантский барраж,http://elib.shpl.ru/ru/nodes/55168-otrantskiy-barrazh,1,,карта,,,,1,3718344
,Отрантский барраж,http://elib.shpl.ru/ru/nodes/89787-otrantskiy-barrazh,1,,карта,,,,1,5285944
,Отрантский барраж. Расположение сил,http://elib.shpl.ru/ru/nodes/90041-otrantskiy-barrazh-raspolozhenie-sil,1,,карта,,,,1,5297738
,Отряд генерала Телешева в августе 1905 года на охране левого фланга Мандаринской дороги в период Сыпингайского стояния,http://elib.shpl.ru/ru/nodes/83689-otryad-generala-telesheva-v-avguste-1905-goda-na-ohrane-levogo-flanga-mandarinskoy-dorogi-v-period-sypingayskogo-stoyaniya,1,,карта,,,,1,4992286
,Отступление Кутузова от Браунау к Кремсу,http://elib.shpl.ru/ru/nodes/75940-otstuplenie-kutuzova-ot-braunau-k-kremsu,1,,карта,,,,1,4633719
,Отступление Кутузова от Кремса,http://elib.shpl.ru/ru/nodes/75942-otstuplenie-kutuzova-ot-kremsa,1,,карта,,,,1,4633721
,Отступление частей Нарвского участка к ближним подступам Красного Петрограда,http://elib.shpl.ru/ru/nodes/63904-otstuplenie-chastey-narvskogo-uchastka-k-blizhnim-podstupam-krasnogo-petrograda,1,,карта,,,,1,4046509
,Отступление частей Нарвского участка после прорыва нашего фонта 13.05.1919,http://elib.shpl.ru/ru/nodes/63888-otstuplenie-chastey-narvskogo-uchastka-posle-proryva-nashego-fonta-13-05-1919,1,,карта,,,,1,4046495
,Отход немецкой и австрийской армий,http://elib.shpl.ru/ru/nodes/52669-othod-nemetskoy-i-avstriyskoy-armiy,1,,карта,,,,1,3568717
,Отчетная карта Северного Урала. 1847-1848 гг.,http://elib.shpl.ru/ru/nodes/15198-otchetnaya-karta-severnogo-urala-1847-1848-gg,1,,карта,,"Юрьев, Дмитрий",,1,1649198
,Оханск Пермской губернии,http://elib.shpl.ru/ru/nodes/390-ohansk-permskoy-gubernii,1,,карта,,,,1,153427
,Павловск,http://elib.shpl.ru/ru/nodes/456-pavlovsk,1,,карта,,,,1,193272
,Павловск Воронежского Наместничества,http://elib.shpl.ru/ru/nodes/506-pavlovsk-voronezhskogo-namestnichestva,1,,карта,,,,1,198064
,Павлоград Екатеринославской губернии,http://elib.shpl.ru/ru/nodes/590-pavlograd-ekaterinoslavskoy-gubernii,1,,карта,,,,1,213723
,Павлодар Семипалатинской области,http://elib.shpl.ru/ru/nodes/387-pavlodar-semipalatinskoy-oblasti,1,,карта,,,,1,153424
,Палестина,http://elib.shpl.ru/ru/nodes/58103-palestina,1,,карта,,,,1,3838941
,Памлико Зунд (Северная Каролина),http://elib.shpl.ru/ru/nodes/93557-pamliko-zund-severnaya-karolina,1,,карта,,,,1,5503437
,Париж-Сен Дени,http://elib.shpl.ru/ru/nodes/63058-parizh-sen-deni,1,,карта,,,,1,4007629
,Пенза,http://elib.shpl.ru/ru/nodes/717-penza,1,,карта,,,,1,213848
,Первое наступление в Галицию 28.7.1920- 7.8.1920,http://elib.shpl.ru/ru/nodes/58605-pervoe-nastuplenie-v-galitsiyu-28-7-1920-7-8-1920,1,,карта,,,,1,3856459
,Первые бои Первой Конной армии. Положение 29 и 30 мая 1920 г.,http://elib.shpl.ru/ru/nodes/74234-pervye-boi-pervoy-konnoy-armii-polozhenie-29-i-30-maya-1920-g,1,,карта,,,,1,4571613
,Первый бой под Плевной 8-10 июня 1877 г.,http://elib.shpl.ru/ru/nodes/55558-pervyy-boy-pod-plevnoy-8-10-iyunya-1877-g,1,,карта,,,,1,3733716
,Первый поход Антанты,http://elib.shpl.ru/ru/nodes/82509-pervyy-pohod-antanty,1,,карта,,,,1,4932659
,Перевоз Нижегородского Наместничества,http://elib.shpl.ru/ru/nodes/680-perevoz-nizhegorodskogo-namestnichestva,1,,карта,,,,1,213811
,Перегруппировки сил за август и сентябрь 1914 года. Положение на 1 октября 1914 г.,http://elib.shpl.ru/ru/nodes/92604-peregruppirovki-sil-za-avgust-i-sentyabr-1914-goda-polozhenie-na-1-oktyabrya-1914-g,1,,карта,,,,1,5482663
,Передвижение Новоингерманландского полка,http://elib.shpl.ru/ru/nodes/63089-peredvizhenie-novoingermanlandskogo-polka,1,,карта,,,,1,4009209
,Перемышль Калужского Наместничества,http://elib.shpl.ru/ru/nodes/615-peremyshl-kaluzhskogo-namestnichestva,1,,карта,,,,1,213748
,Переправа 11-й германской армии у Паланки-Базиаса в 1915 г.,http://elib.shpl.ru/ru/nodes/73374-pereprava-11-y-germanskoy-armii-u-palanki-baziasa-v-1915-g,1,,карта,,,,1,4505068
,Переправа австрийцев у Белграда в 1915 году,http://elib.shpl.ru/ru/nodes/73321-pereprava-avstriytsev-u-belgrada-v-1915-godu,1,,карта,,,,1,4502706
,Переправа австрийцев у Орсовы в 1915 г.,http://elib.shpl.ru/ru/nodes/73375-pereprava-avstriytsev-u-orsovy-v-1915-g,1,,карта,,,,1,4505069
,Переправа русских войск через Дунай у Зимницы 15 июня 1877 г.,http://elib.shpl.ru/ru/nodes/75778-pereprava-russkih-voysk-cherez-dunay-u-zimnitsy-15-iyunya-1877-g,1,,карта,,,,1,4623414
,Переславль-Залесский Владимирского Наместничества,http://elib.shpl.ru/ru/nodes/468-pereslavl-zalesskiy-vladimirskogo-namestnichestva,1,,карта,,,,1,198026
,Переход в наступление частей Нарвского участка и овладение Копорским плато,http://elib.shpl.ru/ru/nodes/63979-perehod-v-nastuplenie-chastey-narvskogo-uchastka-i-ovladenie-koporskim-plato,1,,карта,,,,1,4046538
,Переход отряда Радецкого через Балканы,http://elib.shpl.ru/ru/nodes/75853-perehod-otryada-radetskogo-cherez-balkany,1,,карта,,,,1,4624044
,Переход через Балканы отряда Карцева,http://elib.shpl.ru/ru/nodes/75852-perehod-cherez-balkany-otryada-kartseva,1,,карта,,,,1,4624043
,Переход через Дунай отряда генерал-лейтенанта Ушакова у крепости Измаил 11 марта 1854 г.,http://elib.shpl.ru/ru/nodes/75612-perehod-cherez-dunay-otryada-general-leytenanta-ushakova-u-kreposti-izmail-11-marta-1854-g,1,,карта,,,,1,4609851
,Переход через Сен Готард,http://elib.shpl.ru/ru/nodes/12405-perehod-cherez-sen-gotard,1,,карта,,,,1,1331476
,Переход эскадры Шпее через Тихий океан (август- октябрь 1914 г.),http://elib.shpl.ru/ru/nodes/54408-perehod-eskadry-shpee-cherez-tihiy-okean-avgust-oktyabr-1914-g,1,,карта,,,,1,3690822
,Переход эскадры Шпее через Тихий океан (август-октябрь 1914 г.),http://elib.shpl.ru/ru/nodes/55130-perehod-eskadry-shpee-cherez-tihiy-okean-avgust-oktyabr-1914-g,1,,карта,,,,1,3718306
,Переяславль Полтавской губернии,http://elib.shpl.ru/ru/nodes/749-pereyaslavl-poltavskoy-gubernii,1,,карта,,,,1,213880
,Пермь,http://elib.shpl.ru/ru/nodes/732-perm,1,,карта,,,,1,213863
,Пермь. План 1926 г.,http://elib.shpl.ru/ru/nodes/95055-perm-plan-1926-g,1,,карта,,,,1,5594982
,Персия,http://elib.shpl.ru/ru/nodes/2955-persiya,1,,карта,,,,2,"328385, 1013715"
,Персия,http://elib.shpl.ru/ru/nodes/12482-persiya,1,,карта,,,,1,1338999
,Петровск Саратовской губернии,http://elib.shpl.ru/ru/nodes/779-petrovsk-saratovskoy-gubernii,1,,карта,,,,1,215569
,Петровск Ярославского Наместничества,http://elib.shpl.ru/ru/nodes/1047-petrovsk-yaroslavskogo-namestnichestva,1,,карта,,,,1,231147
1916,"Петроград. План города Петрограда, исправленный на 1916 год : На плане обозначены номера домов. Новый план-маршрут трамваев : 25-е издание. - [Пг., 1916].",http://elib.shpl.ru/ru/nodes/18931-petrograd-plan-goroda-petrograda-ispravlennyy-na-1916-god-na-plane-oboznacheny-nomera-domov-novyy-plan-marshrut-tramvaev-25-e-izdanie-pg-1916,1,"Россия. Отдельные местности. Петроград. План города Петрограда, исправленный на 1916 год : На плане обозначены номера домов. Новый план-маршрут трамваев : 25-е издание. - [Пг., 1916]. - 16 с. текста, 2 л. план. - На обл. загл. : Новый план города Петрограда.","карта (2938)  книжное издание, архивный документ","Адрес-календари, памятные и справочные книги",Россия. Отдельные местности. Петроград,"План города Петрограда, исправленный на 1916 год",30,"1886089, 1886090, 1886091, 1886092, 1886093, 1886094, 1886095, 1886096, 1886097, 1886098, 1886099, 1886100, 1886101, 1886102, 1886103, 1886104, 1886105, 1886106, 1886107, 1886108, 1886109, 1886110, 1886111, 1886112, 1886113, 1886114, 1886115, 1886116, 1886117, 1886118"
,Петроградский укрепрайон и ближайшие к нему узлы обороны по плану тов. Сталина,http://elib.shpl.ru/ru/nodes/64104-petrogradskiy-ukreprayon-i-blizhayshie-k-nemu-uzly-oborony-po-planu-tov-stalina,1,,карта,,,,1,4046961
,Петроградский фронт после освобождения Ямбурга и Пскова,http://elib.shpl.ru/ru/nodes/64136-petrogradskiy-front-posle-osvobozhdeniya-yamburga-i-pskova,1,,карта,,,,1,4047224
,Петрозаводск,http://elib.shpl.ru/ru/nodes/699-petrozavodsk,1,,карта,,,,1,213830
,Петрозаводск Новгородского Наместничества,http://elib.shpl.ru/ru/nodes/694-petrozavodsk-novgorodskogo-namestnichestva,1,,карта,,,,1,213825
,"Пещера в городище близ села Неклюдовки Наскафтымской волости, Кузнецкого уезда",http://elib.shpl.ru/ru/nodes/59692-peschera-v-gorodische-bliz-sela-neklyudovki-naskaftymskoy-volosti-kuznetskogo-uezda,1,,карта,,,,1,3897008
,Пивоваренное и винокуренное производство в Европейской России,http://elib.shpl.ru/ru/nodes/81407-pivovarennoe-i-vinokurennoe-proizvodstvo-v-evropeyskoy-rossii,1,,карта,,,,1,4894711
,Пинега Вологодского Наместничества,http://elib.shpl.ru/ru/nodes/484-pinega-vologodskogo-namestnichestva,1,,карта,,,,1,198042
,Пиротская позиция. Сражение 15 ноября,http://elib.shpl.ru/ru/nodes/55497-pirotskaya-pozitsiya-srazhenie-15-noyabrya,1,,карта,,,,1,3733660
,План Аккерманской крепости,http://elib.shpl.ru/ru/nodes/80202-plan-akkermanskoy-kreposti,1,,карта,,,,1,4841329
,План Акры,http://elib.shpl.ru/ru/nodes/81998-plan-akry,1,,карта,,,,1,4920590
,План Александринского театра,http://elib.shpl.ru/ru/nodes/89392-plan-aleksandrinskogo-teatra,1,,карта,,,,1,5253105
,План Александринского театра,http://elib.shpl.ru/ru/nodes/89393-plan-aleksandrinskogo-teatra,1,,карта,,,,1,5253350
,План Алупки,http://elib.shpl.ru/ru/nodes/93227-plan-alupki,1,,карта,,,,1,5501782
,План атаки Инкоу 30 декабря 1904 г.,http://elib.shpl.ru/ru/nodes/60421-plan-ataki-inkou-30-dekabrya-1904-g,1,,карта,,,,1,3914154
,План Ахтинского укрепления во время осады его Шамилем 13-23 сентября 1848 г.,http://elib.shpl.ru/ru/nodes/51932-plan-ahtinskogo-ukrepleniya-vo-vremya-osady-ego-shamilem-13-23-sentyabrya-1848-g,1,,карта,,,,1,3518610
,План Байкарганского и Палиховского Переселенческих участков Акмолинской области,http://elib.shpl.ru/ru/nodes/51844-plan-baykarganskogo-i-palihovskogo-pereselencheskih-uchastkov-akmolinskoy-oblasti,1,,карта,,,,1,3512756
,План Белого  Бугра,http://elib.shpl.ru/ru/nodes/58114-plan-belogo-bugra,1,,карта,,,,1,3838952
,План блокады Эриванской крепости,http://elib.shpl.ru/ru/nodes/75557-plan-blokady-erivanskoy-kreposti,1,,карта,,,,1,4608822
,План боя на Чингельских высотах 17 июля 1854 г.,http://elib.shpl.ru/ru/nodes/75616-plan-boya-na-chingelskih-vysotah-17-iyulya-1854-g,1,,карта,,,,1,4609855
,План боя под Ахалцыхом 14 ноября 1853 г.,http://elib.shpl.ru/ru/nodes/75609-plan-boya-pod-ahaltsyhom-14-noyabrya-1853-g,1,,карта,,,,1,4609848
,План боя при Балаклаве 13 октября 1854 г.,http://elib.shpl.ru/ru/nodes/75621-plan-boya-pri-balaklave-13-oktyabrya-1854-g,1,,карта,,,,1,4609860
,План боя при Четати и Фонтына-Банулуй 25 декабря 1853 г.,http://elib.shpl.ru/ru/nodes/75585-plan-boya-pri-chetati-i-fontyna-banuluy-25-dekabrya-1853-g,1,,карта,,,,1,4608849
,План боя у Голымина 14 декабря 1806 г.,http://elib.shpl.ru/ru/nodes/75970-plan-boya-u-golymina-14-dekabrya-1806-g,1,,карта,,,,1,4640071
,План боя у города Старый Ньючуан 29 декабря 1904 г.,http://elib.shpl.ru/ru/nodes/60420-plan-boya-u-goroda-staryy-nyuchuan-29-dekabrya-1904-g,1,,карта,,,,1,3914153
,План боя у реки Чолок 4 июня 1854 г.,http://elib.shpl.ru/ru/nodes/75615-plan-boya-u-reki-cholok-4-iyunya-1854-g,1,,карта,,,,1,4609854
,План боя у Синьюпученцзы 1 января 1905 г.,http://elib.shpl.ru/ru/nodes/60422-plan-boya-u-sinyupuchentszy-1-yanvarya-1905-g,1,,карта,,,,1,3914155
,План бугра с киммерийскими памятниками возле Ялты,http://elib.shpl.ru/ru/nodes/80117-plan-bugra-s-kimmeriyskimi-pamyatnikami-vozle-yalty,1,,карта,,,,1,4837493
,План великого Новгорода (16 век),http://elib.shpl.ru/ru/nodes/3672-plan-velikogo-novgoroda-16-vek,1,,карта,,,,1,459943
,План Владивостока,http://elib.shpl.ru/ru/nodes/22811-plan-vladivostoka,1,,карта,,,,1,2136774
,План Владикавказа,http://elib.shpl.ru/ru/nodes/59981-plan-vladikavkaza,1,,карта,,,,1,3906184
,План внутренней обороны Петрограда осенью 1919 г.,http://elib.shpl.ru/ru/nodes/64603-plan-vnutrenney-oborony-petrograda-osenyu-1919-g,1,,карта,,,,1,4048935
,План военных лагерей под Смоленском,http://elib.shpl.ru/ru/nodes/89502-plan-voennyh-lagerey-pod-smolenskom,1,,карта,,,,1,5267877
,"План высот : Кардала, Большой Ягны, Кизил-Талы и местностей между ними",http://elib.shpl.ru/ru/nodes/61422-plan-vysot-kardala-bolshoy-yagny-kizil-taly-i-mestnostey-mezhdu-nimi,1,,карта,,,,1,3950089
,План высот большой и малой Ягны и местностей между ними,http://elib.shpl.ru/ru/nodes/61423-plan-vysot-bolshoy-i-maloy-yagny-i-mestnostey-mezhdu-nimi,1,,карта,,,,1,3950090
,План г. Карса,http://elib.shpl.ru/ru/nodes/84932-plan-g-karsa,1,,карта,,,,1,5047640
,План г. Ольвии и окрестностей,http://elib.shpl.ru/ru/nodes/80103-plan-g-olvii-i-okrestnostey,1,,карта,,,,1,4837481
,План г. Саратова [плотность населения в 1916 г.],http://elib.shpl.ru/ru/nodes/19475-plan-g-saratova-plotnost-naseleniya-v-1916-g,1,,карта,,,,1,1917019
,План г. Смоленска,http://elib.shpl.ru/ru/nodes/89501-plan-g-smolenska,1,,карта,,,,1,5267876
,План Гагринской дачи,http://elib.shpl.ru/ru/nodes/93347-plan-gagrinskoy-dachi,1,,карта,,,,1,5501875
,План Гамильтона на 6-7 августа. Расположение турок к этому времени,http://elib.shpl.ru/ru/nodes/72967-plan-gamiltona-na-6-7-avgusta-raspolozhenie-turok-k-etomu-vremeni,1,,карта,,,,1,4491899
,План Гангутского сражения 27 июля 1714 г.,http://elib.shpl.ru/ru/nodes/58536-plan-gangutskogo-srazheniya-27-iyulya-1714-g,1,,карта,,,,1,3851814
,План Гассанвинского ущелья и военной операции в нем,http://elib.shpl.ru/ru/nodes/75689-plan-gassanvinskogo-uschelya-i-voennoy-operatsii-v-nem,1,,карта,,,,1,4620282
,План Гейльсбергского сражения 29 мая 1807 г.,http://elib.shpl.ru/ru/nodes/75982-plan-geylsbergskogo-srazheniya-29-maya-1807-g,1,,карта,,,,1,4640475
,План Гейльсбергской позиции и авангардного дела 29 мая 1807 г.,http://elib.shpl.ru/ru/nodes/75981-plan-geylsbergskoy-pozitsii-i-avangardnogo-dela-29-maya-1807-g,1,,карта,,,,1,4640474
,План генерального сражения при деревне Цорндорф 14-25 августа 1758 г.,http://elib.shpl.ru/ru/nodes/75731-plan-generalnogo-srazheniya-pri-derevne-tsorndorf-14-25-avgusta-1758-g,1,,карта,,,,1,4623319
,План Гибралтара 1779-1783 гг.,http://elib.shpl.ru/ru/nodes/81992-plan-gibraltara-1779-1783-gg,1,,карта,,,,1,4920416
,План города Барнаула,http://elib.shpl.ru/ru/nodes/85835-plan-goroda-barnaula,1,,карта,,,,1,5078765
,План города Батуми,http://elib.shpl.ru/ru/nodes/93497-plan-goroda-batumi,1,,карта,,,,1,5501898
,План города Белозерска,http://elib.shpl.ru/ru/nodes/5390-plan-goroda-belozerska,1,,карта,,,,1,678583
,План города Березова,http://elib.shpl.ru/ru/nodes/13088-plan-goroda-berezova,1,,карта,,,,1,1649197
,План города Благовещенска,http://elib.shpl.ru/ru/nodes/85839-plan-goroda-blagoveschenska,1,,карта,,,,1,5079279
,План города Владивостока,http://elib.shpl.ru/ru/nodes/89007-plan-goroda-vladivostoka,1,,карта,,,,1,5249000
,План города Гаджибея,http://elib.shpl.ru/ru/nodes/79976-plan-goroda-gadzhibeya,1,,карта,,,,1,4827229
,План города Демянска,http://elib.shpl.ru/ru/nodes/5389-plan-goroda-demyanska,1,,карта,,,,1,678582
,План города Евпатории,http://elib.shpl.ru/ru/nodes/93230-plan-goroda-evpatorii,1,,карта,,,,1,5501785
,План города Екатеринодара,http://elib.shpl.ru/ru/nodes/72030-plan-goroda-ekaterinodara,1,,карта,,,,1,4457014
,План города Иркутска,http://elib.shpl.ru/ru/nodes/85837-plan-goroda-irkutska,1,,карта,,,,1,5079277
,План города Кафы,http://elib.shpl.ru/ru/nodes/80099-plan-goroda-kafy,1,,карта,,,,1,4837478
,План города Керчи,http://elib.shpl.ru/ru/nodes/93229-plan-goroda-kerchi,1,,карта,,,,1,5501784
,План города Красноярска,http://elib.shpl.ru/ru/nodes/85836-plan-goroda-krasnoyarska,1,,карта,,,,1,5079276
,План города Люблина,http://elib.shpl.ru/ru/nodes/10427-plan-goroda-lyublina,1,,карта,,,,1,1105539
,План города Москвы с показанием московской окружной железной дороги.,http://elib.shpl.ru/ru/nodes/785-plan-goroda-moskvy-s-pokazaniem-moskovskoy-okruzhnoy-zheleznoy-dorogi,1,,карта,,,,1,215617
,План города Нахичевани на Дону,http://elib.shpl.ru/ru/nodes/12656-plan-goroda-nahichevani-na-donu,1,,карта,,,,1,1360410
,План города Новониколаевска,http://elib.shpl.ru/ru/nodes/85832-plan-goroda-novonikolaevska,1,,карта,,,,1,5078762
,План города Новороссийска,http://elib.shpl.ru/ru/nodes/93303-plan-goroda-novorossiyska,1,,карта,,,,1,5501843
,План города Новороссийска (цветной),http://elib.shpl.ru/ru/nodes/93304-plan-goroda-novorossiyska-tsvetnoy,1,,карта,,,,1,5501844
